order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
6add4f25c1ffe76a240131e1e2158b1a,106a04e2dd5442bf459d06af3d28c625,delivered,2018-05-26 13:12:00,2018/5/26 13:38,2018/5/28 15:55,2018/6/9 15:51,2018/7/11 0:00
a4c753e682af75ae3bfafe65f6133f2c,3a5e10ad0ad52a6507a0431bc4b4e717,delivered,2018-05-26 20:09:00,2018/5/26 20:29,2018/5/28 13:33,2018/6/3 16:32,2018/6/29 0:00
aa5d6c8f531d300ba705fa1f78e02a9c,c0654c567bb1c55fb860c16d8fbcbbb3,delivered,2018-05-26 13:30:00,2018/5/26 13:50,2018/5/28 14:01,2018/5/29 19:41,2018/6/20 0:00
208d2f562248053cf12d13a00b6777fb,4ba45af37882ae7e11e4d8715cf82ffe,delivered,2018-05-26 18:55:00,2018/5/26 19:10,2018/5/29 9:39,2018/7/10 23:41,2018/7/5 0:00
efc035fd1de66e8eba117b98ae0b1f7f,29583a7a872a08058879bfbf416409a8,delivered,2018-05-26 10:10:00,2018/5/26 10:30,2018/5/28 16:56,2018/6/27 11:13,2018/7/5 0:00
5e4ff61ebeaffec83fa558b5644145dd,6f2327b7feb466dcf1657ffa5e376ed0,delivered,2018-05-26 07:53:00,2018/5/26 8:19,2018/5/28 13:09,2018/6/12 11:43,2018/7/3 0:00
1a2582ca80feaaf937cc94d437ba1635,99efadd052716ca57a64a6287caca0eb,delivered,2018-05-26 07:45:00,2018/5/26 8:19,2018/5/28 13:19,2018/6/9 15:42,2018/7/16 0:00
59da0d6767ec282e26ad95f315276dbc,0c9c3baecd7d29ce00d0f64e0f92bef9,delivered,2018-05-26 09:47:00,2018/5/26 10:19,2018/5/28 12:28,2018/5/29 17:31,2018/6/21 0:00
e776adc60e8c76f0cd807332525d8cd1,6f998e4791812987e4aab0d0a8057ff3,delivered,2018-05-26 14:54:00,2018/5/26 15:11,2018/5/28 11:13,2018/6/15 16:41,2018/7/23 0:00
6d669b4dec428bc8362a8b39ed61aaae,3f3b4d8785d4f1fd6decff84c40b0436,delivered,2018-05-26 19:08:00,2018/5/26 19:38,2018/6/4 7:12,2018/6/5 22:04,2018/6/21 0:00
171fd36e6d28aaa958e043b897006f1d,24c3892d38633c05dd413388d7e453af,delivered,2018-05-26 16:26:00,2018/5/26 16:35,2018/5/28 14:50,2018/5/29 20:03,2018/6/20 0:00
f3863782b51a1c378f36a99845aacbe7,6416212b1f807629ba0f313580525565,delivered,2018-05-26 16:46:00,2018/5/26 17:09,2018/5/29 14:04,2018/6/8 21:33,2018/7/4 0:00
507f10036261cb4c3ab736a68441d6a1,4ebc3f79abbd69a723c0073dcf6559e4,delivered,2018-05-26 13:28:00,2018/5/29 3:31,2018/5/30 10:50,2018/6/4 17:26,2018/6/20 0:00
7733c820d89f9e24a262e8fc309a3533,8c1ea083db58ab44e1e4912aee4bbcf8,delivered,2018-05-26 23:26:00,2018/5/26 23:38,2018/5/28 14:10,2018/6/7 21:18,2018/7/4 0:00
4553e6bea248714596b270fa8e67e0a0,5478040f977215fe64805033d2e8612a,delivered,2018-05-26 13:17:00,2018/5/26 13:38,2018/6/2 8:57,2018/6/8 22:06,2018/6/29 0:00
ec1fc57b72a7bbe5b32f9c606510db76,559f9d302aa523b2dd718e956f248db5,delivered,2018-05-27 17:59:00,2018/5/27 18:14,2018/6/6 16:10,2018/6/12 20:48,2018/7/3 0:00
3cdd33ec05cf28374828827789437fc3,d25c28e2e418a2f688e8e17130b29b49,delivered,2018-05-27 03:04:00,2018/5/27 3:15,2018/5/28 14:08,2018/6/20 17:05,2018/6/28 0:00
7c7dc1f3affc0d38b97ea22a8aeedb82,1fc29088df4d8add848a6b7304f7a9e0,delivered,2018-05-27 13:02:00,2018/5/27 13:15,2018/5/29 11:32,2018/6/9 14:32,2018/6/29 0:00
649aa4ae69d60a0b65b5270e737081be,cc268320e77ed6ba7be0107cc7ad1b8f,delivered,2018-05-27 18:21:00,2018/5/29 3:35,2018/5/29 14:04,2018/6/18 23:44,2018/7/5 0:00
bee8e1ed5119e2f2a4bfb408ab6ab177,95702279f83f435c44baffc96007cfea,delivered,2018-05-27 22:26:00,2018/5/27 22:55,2018/5/28 13:56,2018/6/11 17:12,2018/6/28 0:00
36fb716af0b33abaac585787ccd0c0af,589b394c269c9debfc7c47e5ed514dc9,delivered,2018-05-27 12:20:00,2018/5/27 12:35,2018/6/2 9:05,2018/6/6 23:42,2018/6/20 0:00
a75f9d41f99d675f35ab8b90b2dc9b2f,2299f339f282db1423e54ad4155e00e3,delivered,2018-05-27 20:45:00,2018/5/27 20:55,2018/5/29 13:28,2018/6/14 14:51,2018/7/16 0:00
dcb0beba69129b3cb15757a33bc9dce9,813e3fa26f6fe35d81bdc9fa82c0111a,delivered,2018-05-27 07:45:00,2018/5/27 7:55,2018/6/8 13:45,2018/6/11 19:38,2018/6/20 0:00
101d0c9df867a5f28ff3af69bb2a13d7,a710d6093cd4fcc25118db94fca740f2,delivered,2018-05-27 11:00:00,2018/5/27 11:36,2018/5/28 13:50,2018/5/30 15:48,2018/6/20 0:00
47cb4463bc05e404b98e743111a61378,a736f51ad0f016c8bdaacb9f62024424,delivered,2018-05-27 18:02:00,2018/5/27 18:15,2018/5/28 15:16,2018/6/11 19:31,2018/7/16 0:00
cf5fbcc5962bb18037e4cc158c21c14e,b9740782710922e68364fcefd21c5646,delivered,2018-05-27 12:31:00,2018/5/28 7:15,2018/5/30 11:47,2018/6/13 20:17,2018/7/11 0:00
